Отметка времени,Возраст,Пол,Образование,Балл,Как бы ты назвал этот цвет?,Как бы ты назвал этот цвет?,Как бы ты назвал этот цвет?,Как бы ты назвал этот цвет?,А этот?,А такой?,Как бы ты назвал этот цвет?,А такой?,А такой?,А такой?,Как бы ты назвал этот цвет?,Как бы ты назвал этот цвет?,Как бы ты назвал этот цвет?,Как бы ты назвал этот цвет?,А такой?,Как бы ты назвал этот цвет?,Как бы ты назвал этот цвет?,А этот?,Что это за цвет?,А вот такой?,А вот такой?,Хорошо идёшь! А это какой цвет?,Здесь тоже есть цвет! Какой?,А это какой цвет?,А это какой цвет?,А это какой цвет?,Ещё чуть-чуть!,Последние три!,Ты молодец!,"Последний, честно!",Можешь вспомнить название?,"Есть ли у тебя особенности зрения, связанные с восприятием цветов (дальтонизм, цветовая агнозия, монохромазия и т.д.)?",Сумма
15.06.2019 12:52:00,23,женский,"Социология, экономика, общественные науки",7,Синий,Оранжевый,Коричневый,Зелёный ,Нежно-сиреневый ,Хз,Темно-синий ,Багровый,Нежно-фиолетовый,Бирюзовый,Персиковы,Банановый,Черный,Сиреневый,Ярко-розовый,Черный,Синий,Кислотно-красный,Хх,Молочный,Да хвать ,Зеленый,Белый,Салатовый,Нежно-розовый,Коричневый,Серый,Желтый,Небесно-голубой,Кремовый,Не играл,Нет,0
,,,,0,,,,,1,-1,0.5,1,0.5,1,1,1,,1,0.5,,,0.5,-1,1,-1,,,1,0.5,,,,1,1,,,7
15.06.2019 12:54:45,22,женский,"Филология, лингвистика, иностранные языки",13,синий,горчичный,коричневый,зелёный,сиреневый,пудровый фиолетовый,"синий (я тупая, простите)",вишнёвый,неоновый фиолетовый,бирюзовый,персиковый,песочный,тёмно-серый,фиолетовый,насыщенный неоновый розовый,чёрный,насыщенный голубой,красный,серый,белый,красно-розовый,изумрудный,белый,салатный,кисельный,тёмно-коричневый,серый,лимонный,голубой,светло-персиковый,"Красочки в коробочку, Светофор",Нет,0
,,,,0,,1,,,1,0.5,,1,0.5,1,1,1,0.5,,1,,1,,,,0.5,1,,1,1,0.5,,1,,1,,,13
15.06.2019 12:55:11,23,женский,"Архитектура, дизайн, фотография, визуальные искусства",7,Ультрамарин,Охра,Умбра,Зелёный ,Светло-фиолетовый (фиолетово - розовый),Светло-коричневый ,Глубокий синий,Бордо,Фиолетовый,Бирюзовый,Светло-оранжевый,Светлая охра (золотистый),Черный,Фуксия,Розовый ,Черный,Светло синий,Красный,Серо-зеленый,Светло-желтый ,Розово-красный,Темно Зелёный ,Белый,Желто-зелёный ,Светло-розовый,Коричневый ,Серый,Желтый,Голубой,Светло-оранжевый ,Светофор,Нет,0
,,,,0,1,1,1,,0.5,0.5,0.5,1,,1,0.5,1,,1,,,0.5,,0.5,0.5,0.5,0.5,,0.5,0.5,,,,,0.5,,,7
15.06.2019 12:56:13,22,женский,"Филология, лингвистика, иностранные языки","8,5",Синий,Оранжевый ,Коричневый,Зелёный ,Сиреневый ,Грязный,Темно- синий,Алый,Фиолетовый,Лазурный,Пурпурный,Бежевый,Черный,Насыщенный фиолетовый ,Розовый,Чёрный,Голубой,Красный,Серый,Светло- бежевый ,Красный,Темно- зелёный,Белый,Светло- зелёный,Светло- розовый,Чёрный,Серый,Жёлтый,Голубой,Песочный,Светофор,Нет,0
,,,,0,,,,,1,1,0.5,1,,1,1,1,,0.5,,,,,,1,,"0,5",,0.5,0.5,,,,,1,,,"8,5"
15.06.2019 12:56:28,27,женский,"Филология, лингвистика, иностранные языки",5,Синий,Оранжевый,Коричневый,Зелёный,Сиреневый,Коричневый,Синий,Бордовый,Фиолетовый,Голубой,Оранжевый,Жёлтый,Чёрный,Фиолетовый,Розовый,Чёрный,Цвет морской волны :),Красный,Серый,(Светло-)желтый ,Красный,Тёмно-зелёный,Белый,Зелёный,Розовый («пудровый»),Коричневый,Серый,Жёлтый,Голубой,Бежевый,Светофор,Нет,0
,,,,0,,,,,1,,,1,,,,,,,,,1,,,0.5,,0.5,,,1,,,,,1,,,5
15.06.2019 12:56:28,22,женский,Юриспруденция,9,Синий,Оранжевый ,Коричневый ,Зелёный ,Лавандовый,Шоколадный,Индиго,Бордовый,Фиолетовый,Голубой,Персиковый,Песочный,Черный,Фуксия,Розовый ,Черный,Синий,Красный ,Хаки,Белый,Коралловый,Темно зеленый,Белый,Зелёный ,Нежно розовый,Темно коричневый ,Серый,Желтый,Голубой,Персиковый,Светофор,Нет,0
,,,,0,,,,,1,1,1,1,,,1,1,,1,,,,,1,,1,0.5,,,,,,,,,,,9
15.06.2019 12:56:35,23,женский,"Архитектура, дизайн, фотография, визуальные искусства",8,Синий ,Оранжевый или морковный,Коричневый,Зелёный ,Сиреневый,Светло-коричневый,Темно-синий ,Бордовый ,Фиолетовый ,Бирюзовый ,Светло-оранжевый ,Песочный ,Чёрный ,Фиолетовый ,Ярко-сиреневый,Чёрный ,Темно-голубой ,Ярко-красный ,Охра ,Светло-бежевый ,Красный ,Темно-зелёный ,Белый ,Травяной ,Розовый ,Коричневый ,Асфальтовый,Ярко-жёлтый ,Ярко-голубой ,Персиковый ,Не играл(а),Нет,0
,,,,0,,1,,,1,0.5,0.5,1,,1,0.5,1,,,1,,0.5,0.5,1,1,,0.5,,,,,,,,,,,8
15.06.2019 12:59:20,17,женский,Медицина,8,Ярко-синий,Охра ,Коричневый,Грязно-зелёный ,Бледно-фиолетовый,Красивый,Цвет морской волны после заката солнца,Темно-красный,Пупырка ,Светло-голубой,Бледно-оранжевый,Телесный,Почти чёрный ,Пурпурный,Ярко-пурпурный,Черный,Темно-грязно-синий,Алый,Темно-грязно-зеленый,Бело-желтый,Красный,Темно-зеленый,Белый,Светло-зеленый,Pink,Темно-коричневый,Серый,Ярко-желтый,Ярко-голубой,Телесный,"Красочки в коробочку, Светофор",Нет,0
,,,,0,0.5,1,,0.5,0.5,1,1,0.5,1,0.5,0.5,1,0.5,1,1,,0.5,1,0.5,0.5,,0.5,,,,,,,,,,,8
15.06.2019 13:00:39,24,женский,IT,10,Синий ,Горчичный,Светло-Коричневый,Зеленый,Бледно-фиолетовый,Цвет какао,Глубокий синий,Рубиновый,Лавандовый,Бирюзовый,Морковный,Песочный,Черный,Фиолетовый,Неоново-розовый,Черный,Индиго,Красный,Хаки,Молочный,красный матовый,Изумрудный,Белый,Зеленый матовый,Пенка розовый,Шоколадный,Серый матовый,Канареечный,Голубой,Нюд,"Светофор, Цвета",Нет,0
,,,,0,,1,0.5,,0.5,0.5,0.5,1,1,1,1,1,,,0.5,0,1,,1,1,0.5,1,,,,,,,,,,,10
15.06.2019 13:01:18,23,мужской,IT,9,синий,оранжевый,коричневый,зеленый,сиреневый,не ебу,сапфировый,бордовый,опять сиреневый!!!,бирюзовый,персиковый,слоновая кость,почти черный,фиолетовый,лиловый,очень черный,ультрамарин,красный!,около серый,пастельно розовый,опять красный,темно-зеленый,белый?,светло-зеленый,розовый,коричневый,серый,желтый,голубой,кирпичный,Осёл,Нет,0
,,,,0,,,,,1,-1,1,1,1,1,1,1,0.5,,1,0.5,1,,0.5,0.5,,0.5,,0.5,,,,,,1,,,9
15.06.2019 13:01:27,21,женский,Образование,8,Синий,Оранжевый,Коричневый,Зелёный,Сиреневый,Коричневый,Синий,Бордовый,Фиолетовый,Бирюзовый,Персиковый,Персиковый,Черный,Фиолетовый,Розовый,Черный,Синий,Красный,Серый,Светло-Лимонный,Коралловый,Зелёный,Белый,Зелёный,Розовый,Коричневый,Серый,Жёлтый,Синий,Персиковый,"Красочки в коробочку, Светофор",Нет,0
,,,,0,,,,,1,,,1,,1,1,1,,,,,,,,1,1,,,,,,,,,1,,,8
15.06.2019 13:03:42,22,женский,Журналистика,13,Синий,Оранжевый,Коричневый,Зелёный ,Пурпурный,Светло-коричневый,Аквамарин,Бордовый,Неоново-фиолетовый,Неоново-голубой,Персиковый,Бежевый,Черный,Фиалка,Розовый,Чёрный ,Цвет морской волны ,Красный,Хаки ,Молочный,Коралловый ,Изумрудный,Белый,Салатовый,Светло-розовый,Темно-коричневый,Серый,Желтый,Голубой,Персиковый,Светофор,Нет,0
,,,,0,,,,,1,0.5,1,1,0.5,0.5,1,1,,1,,,1,,1,1,1,1,,1,0.5,0.5,,,,1,,,13
15.06.2019 13:05:49,18,мужской,"Филология, лингвистика, иностранные языки",23,Синий,Апельсиновый,Молочный шоколад ,Светло-болотный,Лавандовый,Вялый чернослив ,Ночь Ван Гога,Вишневый,Фиалковый,Бирюзовый,Персиковый,Песочный,Черный ,"Вот этот более фиалковый, чем тот. Пусть будет баклажановый",Блондинка в законе ,Салем,ВК,Красный,Серо-зеленый,Слоновая кость,Коралловый,Болотный,Белый,Мятный,Розовое пузико,Очень темный зеленый,Грифильно-серый,Лимонный,Голубой,Персиковый,"Цветной король, Красочки в коробочку, Светофор",Нет,0
,,,,0,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,0.5,1,1,1,,1,1,0.5,1,1,,1,,,23
15.06.2019 13:06:35,19,женский,"Филология, лингвистика, иностранные языки",9,Кобальт,Оранжевый,Коричневый,Зеленый,Сиреневый,Кремово(розовато)-коричневый,"Темно синий, яркий",Рубиновый,Фиолетовый ,Ярко голубой,Персиковый,Легий беж,Черный,Баклажановый,Ярко-розовый,Черный,Грязно голубой,Красный,Серо зеленый,Светло-емовый,Пудровый красный,Хвойный,Белый,Светло зеленый,Нюдовый розовый,Темно коричневый,Серый чистый,Ярко желтый,Голубой ,Тоже персик,Красочки в коробочку,Нет,0
,,,,0,1,,,,1,1,0.5,1,,0.5,1,1,,1,0.5,,0.5,,0.5,1,0.5,1,,0.5,0.5,0.5,0.5,0.5,,0.5,,,9
15.06.2019 13:07:45,22,женский,Образование,9,Синий,Медовый,Коричневый,Глубокий зелёный,Светло-лиловый,Светло-коричневый,Темно-синий,Бордовый,Фиолетовый,Кислотно-голубой,Пастельно-оранжевый,Бежевый,Черный,Фуксии,Яркая фуксия =),Глубокий черный,Пыльный синий,Ярко-красный,Серый с отливом зеленого,Бежевый близкий к белому,Темно-коралловый,Темно-бутылочный,Белый,Светло-зеленый,Молочно-розовый,Тёмно-коричневый,Серый,Ярко-желтый,Голубой,Оранжево-белый,"Светофор, Игра, в которой нельзя стоять на определенном цвете, иначе тебя могут освоить+ игра, где продаёт краски продавец",Нет,0
,,,,0,,1,,,1,0.5,0.5,1,,0.5,0.5,1,,1,1,0.5,0.5,0.5,0.5,1,1,1,,0.5,0.5,0.5,,0.5,,0.5,,,9
15.06.2019 13:08:16,22,женский,"Филология, лингвистика, иностранные языки",4,Синий,Жёлтый,Коричневый,Зелёный,Розовый,Коричневый,Тёмно-синий,Бордовый,Фиолетовый,Голубой,Персиковый,Бледно-жёлтый,Чёрный,Фиолетовый,Розовый,Чёрный,Синий,Красный,Серый,Очень бледный жёлтый,Коралловый,Тёмно-зелёный,Белый,Зелёный,Розовый,Коричневый,Серый,Жёлтый,Голубой,Персиковый,Светофор,Нет,0
,,,,0,,,,,,,0.5,1,,,1,0.5,,,,,,,,0.5,1,0.5,,,,,,,,1,,,4
